"date","geography","geography code","Number of households: Number of households; measures: Value"
"2021","E00041557","E00041557",238
"2021","E00041558","E00041558",127
"2021","E00041559","E00041559",112
"2021","E00041560","E00041560",101
"2021","E00041561","E00041561",127
"2021","E00041475","E00041475",130
"2021","E00041479","E00041479",81
"2021","E00041480","E00041480",144
"2021","E00041481","E00041481",133
"2021","E00041482","E00041482",129
"2021","E00190012","E00190012",149
"2021","E00062516","E00062516",203
"2021","E00062519","E00062519",128
"2021","E00062521","E00062521",132
"2021","E00170545","E00170545",228
"2021","E00170546","E00170546",239
"2021","E00170559","E00170559",119
"2021","E00170563","E00170563",113
"2021","E00062515","E00062515",133
"2021","E00062520","E00062520",122
"2021","E00062523","E00062523",120
"2021","E00170544","E00170544",156
"2021","E00170548","E00170548",122
"2021","E00188821","E00188821",124
"2021","E00188857","E00188857",122
"2021","E00188860","E00188860",129
"2021","E00188911","E00188911",126
"2021","E00062514","E00062514",118
"2021","E00062517","E00062517",112
"2021","E00062527","E00062527",148
"2021","E00062529","E00062529",177
"2021","E00062530","E00062530",117
"2021","E00062608","E00062608",115
"2021","E00062610","E00062610",120
"2021","E00062611","E00062611",128
"2021","E00062613","E00062613",122
"2021","E00062618","E00062618",117
"2021","E00062423","E00062423",165
"2021","E00062424","E00062424",114
"2021","E00062434","E00062434",108
"2021","E00170532","E00170532",133
"2021","E00170534","E00170534",112
"2021","E00170535","E00170535",116
"2021","E00170536","E00170536",121
"2021","E00170538","E00170538",130
"2021","E00170562","E00170562",94
"2021","E00062426","E00062426",119
"2021","E00062428","E00062428",123
"2021","E00062429","E00062429",113
"2021","E00170549","E00170549",107
"2021","E00170561","E00170561",104
"2021","E00062422","E00062422",132
"2021","E00062431","E00062431",177
"2021","E00170547","E00170547",111
"2021","E00170550","E00170550",54
"2021","E00170551","E00170551",186
"2021","E00170552","E00170552",125
"2021","E00170553","E00170553",90
"2021","E00170555","E00170555",114
"2021","E00062643","E00062643",136
"2021","E00062646","E00062646",129
"2021","E00062653","E00062653",131
"2021","E00062661","E00062661",134
"2021","E00062642","E00062642",139
"2021","E00062650","E00062650",116
"2021","E00062651","E00062651",116
"2021","E00062652","E00062652",136
"2021","E00062658","E00062658",122
"2021","E00062390","E00062390",121
"2021","E00062391","E00062391",134
"2021","E00062393","E00062393",180
"2021","E00062405","E00062405",127
"2021","E00062407","E00062407",212
"2021","E00062409","E00062409",134
"2021","E00062606","E00062606",134
"2021","E00062607","E00062607",115
"2021","E00062609","E00062609",135
"2021","E00062612","E00062612",127
"2021","E00062603","E00062603",116
"2021","E00062604","E00062604",159
"2021","E00062605","E00062605",158
"2021","E00062614","E00062614",144
"2021","E00188885","E00188885",130
"2021","E00188927","E00188927",122
"2021","E00062617","E00062617",133
"2021","E00062619","E00062619",117
"2021","E00062620","E00062620",128
"2021","E00062621","E00062621",140
"2021","E00062622","E00062622",139
"2021","E00062601","E00062601",133
"2021","E00062615","E00062615",124
"2021","E00062616","E00062616",114
"2021","E00062623","E00062623",125
"2021","E00062435","E00062435",111
"2021","E00062436","E00062436",112
"2021","E00062438","E00062438",172
"2021","E00062441","E00062441",131
"2021","E00062443","E00062443",109
"2021","E00062455","E00062455",109
"2021","E00062498","E00062498",139
"2021","E00062500","E00062500",130
"2021","E00062501","E00062501",133
"2021","E00062505","E00062505",125
"2021","E00062508","E00062508",134
"2021","E00062659","E00062659",119
"2021","E00062663","E00062663",124
"2021","E00062664","E00062664",122
"2021","E00062665","E00062665",120
"2021","E00062654","E00062654",114
"2021","E00062655","E00062655",116
"2021","E00062656","E00062656",111
"2021","E00062657","E00062657",120
"2021","E00062660","E00062660",114
"2021","E00062662","E00062662",138
"2021","E00062644","E00062644",133
"2021","E00062645","E00062645",113
"2021","E00062647","E00062647",140
"2021","E00062648","E00062648",116
"2021","E00062649","E00062649",139
"2021","E00062389","E00062389",218
"2021","E00062394","E00062394",167
"2021","E00062400","E00062400",118
"2021","E00062406","E00062406",122
"2021","E00062408","E00062408",115
"2021","E00062513","E00062513",127
"2021","E00062522","E00062522",190
"2021","E00062524","E00062524",126
"2021","E00062525","E00062525",122
"2021","E00188835","E00188835",134
"2021","E00188839","E00188839",139
"2021","E00062666","E00062666",123
"2021","E00062671","E00062671",142
"2021","E00062676","E00062676",135
"2021","E00062677","E00062677",126
"2021","E00062680","E00062680",143
"2021","E00062673","E00062673",133
"2021","E00062674","E00062674",145
"2021","E00062675","E00062675",147
"2021","E00062684","E00062684",141
"2021","E00062667","E00062667",131
"2021","E00062668","E00062668",192
"2021","E00062669","E00062669",129
"2021","E00062670","E00062670",111
"2021","E00062678","E00062678",123
"2021","E00062437","E00062437",120
"2021","E00062439","E00062439",129
"2021","E00062440","E00062440",168
"2021","E00062453","E00062453",120
"2021","E00062454","E00062454",133
"2021","E00062442","E00062442",138
"2021","E00062444","E00062444",218
"2021","E00062445","E00062445",143
"2021","E00062447","E00062447",142
"2021","E00062451","E00062451",123
"2021","E00062446","E00062446",109
"2021","E00062448","E00062448",140
"2021","E00062449","E00062449",136
"2021","E00062450","E00062450",113
"2021","E00062452","E00062452",116
"2021","E00062504","E00062504",143
"2021","E00062506","E00062506",145
"2021","E00062507","E00062507",124
"2021","E00062509","E00062509",180
"2021","E00062510","E00062510",131
"2021","E00062756","E00062756",111
"2021","E00062757","E00062757",113
"2021","E00062759","E00062759",124
"2021","E00062760","E00062760",129
"2021","E00062762","E00062762",129
"2021","E00062387","E00062387",119
"2021","E00062388","E00062388",145
"2021","E00062401","E00062401",148
"2021","E00062402","E00062402",125
"2021","E00062403","E00062403",242
"2021","E00062404","E00062404",126
"2021","E00062392","E00062392",130
"2021","E00062395","E00062395",155
"2021","E00062396","E00062396",237
"2021","E00062397","E00062397",127
"2021","E00062398","E00062398",123
"2021","E00062399","E00062399",128
"2021","E00062672","E00062672",162
"2021","E00062681","E00062681",119
"2021","E00062682","E00062682",133
"2021","E00062683","E00062683",129
"2021","E00170542","E00170542",113
"2021","E00170543","E00170543",99
"2021","E00062748","E00062748",148
"2021","E00062749","E00062749",157
"2021","E00062751","E00062751",102
"2021","E00062752","E00062752",247
"2021","E00062753","E00062753",113
"2021","E00062754","E00062754",203
"2021","E00062755","E00062755",158
"2021","E00062492","E00062492",214
"2021","E00062494","E00062494",120
"2021","E00062499","E00062499",143
"2021","E00062502","E00062502",131
"2021","E00062503","E00062503",132
"2021","E00062493","E00062493",189
"2021","E00062495","E00062495",105
"2021","E00062497","E00062497",199
"2021","E00062511","E00062511",119
"2021","E00170537","E00170537",115
"2021","E00170558","E00170558",122
"2021","E00170560","E00170560",123
"2021","E00062554","E00062554",125
"2021","E00062555","E00062555",141
"2021","E00062556","E00062556",122
"2021","E00062557","E00062557",143
"2021","E00062558","E00062558",133
"2021","E00062559","E00062559",132
"2021","E00062758","E00062758",115
"2021","E00062761","E00062761",110
"2021","E00062763","E00062763",119
"2021","E00170533","E00170533",121
"2021","E00170554","E00170554",114
"2021","E00062480","E00062480",242
"2021","E00062486","E00062486",135
"2021","E00062490","E00062490",185
"2021","E00062491","E00062491",199
"2021","E00062481","E00062481",231
"2021","E00062483","E00062483",209
"2021","E00062485","E00062485",165
"2021","E00188817","E00188817",130
"2021","E00188884","E00188884",128
"2021","E00188915","E00188915",131
"2021","E00062482","E00062482",120
"2021","E00062487","E00062487",138
"2021","E00062488","E00062488",125
"2021","E00062489","E00062489",108
"2021","E00062709","E00062709",115
"2021","E00062711","E00062711",113
"2021","E00062724","E00062724",120
"2021","E00062725","E00062725",138
"2021","E00062726","E00062726",117
"2021","E00062707","E00062707",118
"2021","E00062708","E00062708",138
"2021","E00062710","E00062710",207
"2021","E00062712","E00062712",123
"2021","E00062714","E00062714",188
"2021","E00062469","E00062469",185
"2021","E00062472","E00062472",86
"2021","E00062473","E00062473",133
"2021","E00062477","E00062477",86
"2021","E00062479","E00062479",111
"2021","E00170556","E00170556",194
"2021","E00062470","E00062470",193
"2021","E00062471","E00062471",95
"2021","E00062474","E00062474",77
"2021","E00062475","E00062475",110
"2021","E00170539","E00170539",62
"2021","E00170540","E00170540",132
"2021","E00170541","E00170541",74
"2021","E00062461","E00062461",115
"2021","E00062462","E00062462",101
"2021","E00062465","E00062465",132
"2021","E00062466","E00062466",123
"2021","E00062467","E00062467",154
"2021","E00062468","E00062468",134
"2021","E00062764","E00062764",141
"2021","E00062765","E00062765",127
"2021","E00188893","E00188893",155
"2021","E00188900","E00188900",140
"2021","E00062766","E00062766",116
"2021","E00062767","E00062767",150
"2021","E00062769","E00062769",151
"2021","E00062770","E00062770",108
"2021","E00062543","E00062543",126
"2021","E00062544","E00062544",123
"2021","E00062547","E00062547",131
"2021","E00062552","E00062552",113
"2021","E00062538","E00062538",135
"2021","E00062539","E00062539",131
"2021","E00062540","E00062540",125
"2021","E00062541","E00062541",120
"2021","E00062565","E00062565",117
"2021","E00062568","E00062568",134
"2021","E00062573","E00062573",133
"2021","E00062574","E00062574",119
"2021","E00062576","E00062576",133
"2021","E00062562","E00062562",118
"2021","E00062575","E00062575",110
"2021","E00062577","E00062577",114
"2021","E00062578","E00062578",108
"2021","E00062580","E00062580",117
"2021","E00062561","E00062561",144
"2021","E00062563","E00062563",129
"2021","E00062566","E00062566",132
"2021","E00062567","E00062567",220
"2021","E00062570","E00062570",141
"2021","E00062579","E00062579",135
"2021","E00062624","E00062624",152
"2021","E00062630","E00062630",173
"2021","E00062632","E00062632",172
"2021","E00062637","E00062637",156
"2021","E00062639","E00062639",120
"2021","E00062626","E00062626",135
"2021","E00062628","E00062628",168
"2021","E00062629","E00062629",127
"2021","E00062631","E00062631",124
"2021","E00062694","E00062694",118
"2021","E00062695","E00062695",121
"2021","E00062696","E00062696",138
"2021","E00062697","E00062697",120
"2021","E00062698","E00062698",128
"2021","E00062701","E00062701",156
"2021","E00062702","E00062702",127
"2021","E00062703","E00062703",147
"2021","E00062705","E00062705",131
"2021","E00170525","E00170525",52
"2021","E00170526","E00170526",123
"2021","E00170531","E00170531",127
"2021","E00062686","E00062686",165
"2021","E00062687","E00062687",168
"2021","E00062689","E00062689",120
"2021","E00062690","E00062690",130
"2021","E00170524","E00170524",141
"2021","E00170528","E00170528",136
"2021","E00188803","E00188803",115
"2021","E00188879","E00188879",148
"2021","E00170527","E00170527",179
"2021","E00170530","E00170530",157
"2021","E00188788","E00188788",142
"2021","E00188896","E00188896",160
"2021","E00062685","E00062685",138
"2021","E00062688","E00062688",115
"2021","E00062691","E00062691",127
"2021","E00062692","E00062692",134
"2021","E00062693","E00062693",115
"2021","E00062456","E00062456",120
"2021","E00062459","E00062459",124
"2021","E00062460","E00062460",84
"2021","E00062463","E00062463",141
"2021","E00062464","E00062464",119
"2021","E00062478","E00062478",114
"2021","E00062532","E00062532",118
"2021","E00062545","E00062545",114
"2021","E00062550","E00062550",118
"2021","E00062551","E00062551",120
"2021","E00062553","E00062553",120
"2021","E00062534","E00062534",183
"2021","E00062542","E00062542",137
"2021","E00062546","E00062546",119
"2021","E00062548","E00062548",153
"2021","E00062549","E00062549",126
"2021","E00062531","E00062531",129
"2021","E00062533","E00062533",119
"2021","E00062535","E00062535",130
"2021","E00062536","E00062536",126
"2021","E00062537","E00062537",121
"2021","E00062560","E00062560",127
"2021","E00062564","E00062564",122
"2021","E00062569","E00062569",134
"2021","E00062571","E00062571",215
"2021","E00062572","E00062572",128
"2021","E00062582","E00062582",165
"2021","E00062587","E00062587",143
"2021","E00062591","E00062591",146
"2021","E00062595","E00062595",116
"2021","E00062597","E00062597",140
"2021","E00062713","E00062713",129
"2021","E00062715","E00062715",127
"2021","E00062716","E00062716",134
"2021","E00062717","E00062717",130
"2021","E00062718","E00062718",119
"2021","E00062719","E00062719",123
"2021","E00062720","E00062720",194
"2021","E00062721","E00062721",139
"2021","E00062722","E00062722",133
"2021","E00062723","E00062723",132
"2021","E00062734","E00062734",116
"2021","E00062735","E00062735",102
"2021","E00062738","E00062738",156
"2021","E00062744","E00062744",128
"2021","E00062737","E00062737",145
"2021","E00062739","E00062739",122
"2021","E00062743","E00062743",113
"2021","E00062746","E00062746",118
"2021","E00062728","E00062728",127
"2021","E00062730","E00062730",125
"2021","E00062731","E00062731",130
"2021","E00062733","E00062733",132
"2021","E00062583","E00062583",144
"2021","E00062585","E00062585",122
"2021","E00062586","E00062586",96
"2021","E00062592","E00062592",123
"2021","E00062600","E00062600",136
"2021","E00062581","E00062581",155
"2021","E00062584","E00062584",136
"2021","E00062589","E00062589",132
"2021","E00062590","E00062590",166
"2021","E00188762","E00188762",159
"2021","E00188772","E00188772",143
"2021","E00062593","E00062593",136
"2021","E00062594","E00062594",115
"2021","E00062596","E00062596",114
"2021","E00062598","E00062598",125
"2021","E00062599","E00062599",116
"2021","E00062736","E00062736",119
"2021","E00062740","E00062740",132
"2021","E00062741","E00062741",145
"2021","E00062742","E00062742",134
"2021","E00062727","E00062727",111
"2021","E00062729","E00062729",124
"2021","E00062732","E00062732",131
"2021","E00062745","E00062745",131
"2021","E00062747","E00062747",113
"2021","E00062412","E00062412",145
"2021","E00062413","E00062413",134
"2021","E00062417","E00062417",128
"2021","E00062418","E00062418",122
"2021","E00062410","E00062410",137
"2021","E00062411","E00062411",133
"2021","E00062415","E00062415",103
"2021","E00062416","E00062416",134
"2021","E00062414","E00062414",139
"2021","E00062419","E00062419",132
"2021","E00062420","E00062420",119
"2021","E00062421","E00062421",143
"2021","E00062634","E00062634",134
"2021","E00062635","E00062635",139
"2021","E00062636","E00062636",132
"2021","E00062638","E00062638",128
"2021","E00062625","E00062625",135
"2021","E00062627","E00062627",114
"2021","E00062633","E00062633",128
"2021","E00062640","E00062640",128
"2021","E00062641","E00062641",118
"2021","E00062909","E00062909",149
"2021","E00062911","E00062911",116
"2021","E00062912","E00062912",127
"2021","E00173152","E00173152",58
"2021","E00188925","E00188925",45
"2021","E00188932","E00188932",41
"2021","E00062895","E00062895",135
"2021","E00062896","E00062896",125
"2021","E00062897","E00062897",121
"2021","E00062898","E00062898",133
"2021","E00062899","E00062899",127
"2021","E00062901","E00062901",110
"2021","E00062920","E00062920",137
"2021","E00062921","E00062921",155
"2021","E00062922","E00062922",204
"2021","E00062923","E00062923",97
"2021","E00062929","E00062929",114
"2021","E00062904","E00062904",158
"2021","E00062910","E00062910",122
"2021","E00062924","E00062924",113
"2021","E00062925","E00062925",131
"2021","E00062927","E00062927",120
"2021","E00062902","E00062902",142
"2021","E00062905","E00062905",129
"2021","E00062908","E00062908",129
"2021","E00062926","E00062926",126
"2021","E00062928","E00062928",162
"2021","E00062903","E00062903",120
"2021","E00062907","E00062907",125
"2021","E00062913","E00062913",128
"2021","E00062915","E00062915",124
"2021","E00062916","E00062916",132
"2021","E00062917","E00062917",121
"2021","E00062918","E00062918",133
"2021","E00062919","E00062919",132
"2021","E00165700","E00165700",123
"2021","E00165701","E00165701",146
"2021","E00063301","E00063301",159
"2021","E00063302","E00063302",136
"2021","E00063303","E00063303",176
"2021","E00063304","E00063304",127
"2021","E00063305","E00063305",144
"2021","E00063306","E00063306",143
"2021","E00062878","E00062878",128
"2021","E00062879","E00062879",137
"2021","E00062882","E00062882",127
"2021","E00062883","E00062883",126
"2021","E00062890","E00062890",116
"2021","E00062891","E00062891",193
"2021","E00062893","E00062893",146
"2021","E00062894","E00062894",143
"2021","E00173153","E00173153",117
"2021","E00173154","E00173154",109
"2021","E00173155","E00173155",118
"2021","E00062877","E00062877",113
"2021","E00062880","E00062880",120
"2021","E00062881","E00062881",165
"2021","E00062886","E00062886",117
"2021","E00062889","E00062889",101
"2021","E00062884","E00062884",121
"2021","E00062885","E00062885",134
"2021","E00062887","E00062887",120
"2021","E00062888","E00062888",125
"2021","E00062855","E00062855",146
"2021","E00165707","E00165707",176
"2021","E00165708","E00165708",72
"2021","E00165709","E00165709",233
"2021","E00062839","E00062839",124
"2021","E00062844","E00062844",129
"2021","E00062845","E00062845",125
"2021","E00062875","E00062875",138
"2021","E00062876","E00062876",124
"2021","E00062840","E00062840",123
"2021","E00062842","E00062842",133
"2021","E00062856","E00062856",131
"2021","E00062859","E00062859",114
"2021","E00062847","E00062847",117
"2021","E00062848","E00062848",131
"2021","E00062849","E00062849",105
"2021","E00062850","E00062850",107
"2021","E00062852","E00062852",139
"2021","E00062867","E00062867",163
"2021","E00062869","E00062869",101
"2021","E00062870","E00062870",119
"2021","E00062873","E00062873",131
"2021","E00173151","E00173151",204
"2021","E00062838","E00062838",155
"2021","E00062843","E00062843",137
"2021","E00062846","E00062846",135
"2021","E00062874","E00062874",117
"2021","E00062853","E00062853",116
"2021","E00062857","E00062857",80
"2021","E00062862","E00062862",144
"2021","E00062865","E00062865",123
"2021","E00062868","E00062868",141
"2021","E00062841","E00062841",138
"2021","E00062858","E00062858",147
"2021","E00062860","E00062860",140
"2021","E00062861","E00062861",140
"2021","E00062864","E00062864",173
"2021","E00063146","E00063146",128
"2021","E00063147","E00063147",126
"2021","E00063165","E00063165",131
"2021","E00063166","E00063166",127
"2021","E00063168","E00063168",145
"2021","E00063210","E00063210",134
"2021","E00063222","E00063222",131
"2021","E00063223","E00063223",117
"2021","E00063226","E00063226",105
"2021","E00063228","E00063228",154
"2021","E00063220","E00063220",137
"2021","E00063224","E00063224",123
"2021","E00063227","E00063227",128
"2021","E00063230","E00063230",117
"2021","E00063231","E00063231",116
"2021","E00063233","E00063233",119
"2021","E00063211","E00063211",123
"2021","E00063216","E00063216",122
"2021","E00063217","E00063217",106
"2021","E00063218","E00063218",130
"2021","E00063219","E00063219",120
"2021","E00063221","E00063221",123
"2021","E00063212","E00063212",112
"2021","E00063213","E00063213",100
"2021","E00063214","E00063214",111
"2021","E00063215","E00063215",143
"2021","E00063238","E00063238",109
"2021","E00063239","E00063239",112
"2021","E00063240","E00063240",130
"2021","E00063241","E00063241",120
"2021","E00063242","E00063242",121
"2021","E00063246","E00063246",129
"2021","E00063247","E00063247",115
"2021","E00063259","E00063259",129
"2021","E00063260","E00063260",118
"2021","E00063261","E00063261",198
"2021","E00063266","E00063266",135
"2021","E00063249","E00063249",121
"2021","E00063255","E00063255",134
"2021","E00063256","E00063256",109
"2021","E00063258","E00063258",142
"2021","E00063248","E00063248",117
"2021","E00063250","E00063250",128
"2021","E00063251","E00063251",128
"2021","E00063252","E00063252",121
"2021","E00063254","E00063254",140
"2021","E00063268","E00063268",126
"2021","E00063270","E00063270",133
"2021","E00063271","E00063271",129
"2021","E00172876","E00172876",64
"2021","E00173150","E00173150",139
"2021","E00063253","E00063253",111
"2021","E00063265","E00063265",117
"2021","E00063274","E00063274",111
"2021","E00063276","E00063276",115
"2021","E00063277","E00063277",132
"2021","E00063169","E00063169",137
"2021","E00063171","E00063171",136
"2021","E00063172","E00063172",130
"2021","E00063173","E00063173",130
"2021","E00063178","E00063178",128
"2021","E00063167","E00063167",127
"2021","E00063176","E00063176",118
"2021","E00063177","E00063177",125
"2021","E00063179","E00063179",134
"2021","E00063180","E00063180",135
"2021","E00063225","E00063225",106
"2021","E00063229","E00063229",117
"2021","E00063243","E00063243",113
"2021","E00063244","E00063244",114
"2021","E00063245","E00063245",109
"2021","E00063232","E00063232",124
"2021","E00063234","E00063234",128
"2021","E00063235","E00063235",132
"2021","E00063236","E00063236",134
"2021","E00063237","E00063237",126
"2021","E00063262","E00063262",138
"2021","E00063263","E00063263",145
"2021","E00063264","E00063264",131
"2021","E00063269","E00063269",157
"2021","E00063272","E00063272",115
"2021","E00063267","E00063267",173
"2021","E00063273","E00063273",111
"2021","E00063275","E00063275",118
"2021","E00063278","E00063278",122
"2021","E00063279","E00063279",146
"2021","E00063352","E00063352",143
"2021","E00063362","E00063362",146
"2021","E00063366","E00063366",132
"2021","E00063367","E00063367",113
"2021","E00063368","E00063368",139
"2021","E00063363","E00063363",216
"2021","E00063364","E00063364",126
"2021","E00188774","E00188774",45
"2021","E00188822","E00188822",94
"2021","E00188832","E00188832",121
"2021","E00188861","E00188861",110
"2021","E00188902","E00188902",110
"2021","E00063382","E00063382",219
"2021","E00063392","E00063392",131
"2021","E00172896","E00172896",144
"2021","E00063374","E00063374",126
"2021","E00173168","E00173168",108
"2021","E00188771","E00188771",111
"2021","E00188804","E00188804",116
"2021","E00188868","E00188868",117
"2021","E00063375","E00063375",115
"2021","E00188827","E00188827",105
"2021","E00188831","E00188831",120
"2021","E00188877","E00188877",96
"2021","E00188891","E00188891",120
"2021","E00172895","E00172895",172
"2021","E00188775","E00188775",135
"2021","E00188823","E00188823",139
"2021","E00188887","E00188887",132
"2021","E00063390","E00063390",116
"2021","E00188783","E00188783",82
"2021","E00188845","E00188845",103
"2021","E00188853","E00188853",125
"2021","E00188890","E00188890",134
"2021","E00063354","E00063354",123
"2021","E00063360","E00063360",122
"2021","E00063361","E00063361",122
"2021","E00063365","E00063365",144
"2021","E00063369","E00063369",165
"2021","E00063353","E00063353",148
"2021","E00063356","E00063356",127
"2021","E00063358","E00063358",117
"2021","E00063359","E00063359",126
"2021","E00063370","E00063370",111
"2021","E00063378","E00063378",92
"2021","E00063393","E00063393",193
"2021","E00172887","E00172887",121
"2021","E00172889","E00172889",105
"2021","E00172890","E00172890",107
"2021","E00063372","E00063372",132
"2021","E00063391","E00063391",113
"2021","E00063394","E00063394",216
"2021","E00172893","E00172893",145
"2021","E00173174","E00173174",102
"2021","E00063371","E00063371",189
"2021","E00063380","E00063380",124
"2021","E00165702","E00165702",155
"2021","E00165703","E00165703",127
"2021","E00063379","E00063379",93
"2021","E00063384","E00063384",111
"2021","E00063389","E00063389",160
"2021","E00172881","E00172881",117
"2021","E00173136","E00173136",116
"2021","E00172882","E00172882",108
"2021","E00172884","E00172884",132
"2021","E00188761","E00188761",145
"2021","E00188892","E00188892",163
"2021","E00062932","E00062932",117
"2021","E00062936","E00062936",120
"2021","E00062939","E00062939",118
"2021","E00062944","E00062944",127
"2021","E00062945","E00062945",114
"2021","E00062968","E00062968",116
"2021","E00062934","E00062934",126
"2021","E00062967","E00062967",137
"2021","E00062969","E00062969",145
"2021","E00188754","E00188754",164
"2021","E00188757","E00188757",148
"2021","E00188944","E00188944",150
"2021","E00063148","E00063148",123
"2021","E00063151","E00063151",134
"2021","E00063170","E00063170",132
"2021","E00063174","E00063174",129
"2021","E00063175","E00063175",133
"2021","E00063152","E00063152",134
"2021","E00063159","E00063159",135
"2021","E00063160","E00063160",124
"2021","E00063161","E00063161",128
"2021","E00063163","E00063163",127
"2021","E00063149","E00063149",135
"2021","E00063150","E00063150",120
"2021","E00063153","E00063153",124
"2021","E00063154","E00063154",128
"2021","E00063157","E00063157",129
"2021","E00063155","E00063155",127
"2021","E00063156","E00063156",131
"2021","E00063158","E00063158",148
"2021","E00063162","E00063162",114
"2021","E00063164","E00063164",130
"2021","E00062930","E00062930",125
"2021","E00062935","E00062935",135
"2021","E00062952","E00062952",131
"2021","E00062955","E00062955",133
"2021","E00188834","E00188834",129
"2021","E00188905","E00188905",138
"2021","E00188913","E00188913",150
"2021","E00063281","E00063281",128
"2021","E00063283","E00063283",124
"2021","E00063297","E00063297",146
"2021","E00063299","E00063299",125
"2021","E00063300","E00063300",155
"2021","E00063294","E00063294",107
"2021","E00063295","E00063295",155
"2021","E00063296","E00063296",139
"2021","E00063298","E00063298",128
"2021","E00172878","E00172878",111
"2021","E00172879","E00172879",102
"2021","E00063282","E00063282",126
"2021","E00063284","E00063284",120
"2021","E00063286","E00063286",123
"2021","E00063287","E00063287",120
"2021","E00188789","E00188789",135
"2021","E00188908","E00188908",135
"2021","E00063288","E00063288",120
"2021","E00063289","E00063289",127
"2021","E00063290","E00063290",117
"2021","E00063291","E00063291",141
"2021","E00063292","E00063292",116
"2021","E00063293","E00063293",118
"2021","E00062816","E00062816",142
"2021","E00062817","E00062817",119
"2021","E00062818","E00062818",179
"2021","E00062819","E00062819",118
"2021","E00062820","E00062820",143
"2021","E00062827","E00062827",124
"2021","E00062828","E00062828",127
"2021","E00062829","E00062829",210
"2021","E00062830","E00062830",150
"2021","E00062831","E00062831",167
"2021","E00188765","E00188765",81
"2021","E00188842","E00188842",134
"2021","E00188864","E00188864",118
"2021","E00062821","E00062821",141
"2021","E00062823","E00062823",114
"2021","E00062824","E00062824",142
"2021","E00062825","E00062825",107
"2021","E00062826","E00062826",122
"2021","E00188862","E00188862",128
"2021","E00188933","E00188933",128
"2021","E00062810","E00062810",136
"2021","E00062811","E00062811",131
"2021","E00062833","E00062833",121
"2021","E00062834","E00062834",131
"2021","E00062835","E00062835",134
"2021","E00062837","E00062837",184
"2021","E00063310","E00063310",132
"2021","E00063314","E00063314",126
"2021","E00063316","E00063316",115
"2021","E00063319","E00063319",118
"2021","E00063321","E00063321",111
"2021","E00063315","E00063315",83
"2021","E00063318","E00063318",131
"2021","E00063320","E00063320",125
"2021","E00063324","E00063324",147
"2021","E00063325","E00063325",131
"2021","E00063307","E00063307",128
"2021","E00063308","E00063308",126
"2021","E00063323","E00063323",124
"2021","E00063326","E00063326",124
"2021","E00063309","E00063309",136
"2021","E00063311","E00063311",133
"2021","E00063327","E00063327",123
"2021","E00063329","E00063329",128
"2021","E00063312","E00063312",123
"2021","E00063313","E00063313",136
"2021","E00063317","E00063317",120
"2021","E00063322","E00063322",122
"2021","E00063328","E00063328",124
"2021","E00063003","E00063003",93
"2021","E00063006","E00063006",132
"2021","E00063013","E00063013",121
"2021","E00063014","E00063014",127
"2021","E00063016","E00063016",136
"2021","E00063000","E00063000",121
"2021","E00063001","E00063001",118
"2021","E00063004","E00063004",117
"2021","E00063017","E00063017",122
"2021","E00063019","E00063019",120
"2021","E00063002","E00063002",133
"2021","E00063005","E00063005",125
"2021","E00063008","E00063008",160
"2021","E00063009","E00063009",108
"2021","E00063010","E00063010",133
"2021","E00063007","E00063007",191
"2021","E00063011","E00063011",124
"2021","E00063012","E00063012",197
"2021","E00063015","E00063015",140
"2021","E00063018","E00063018",131
"2021","E00063028","E00063028",145
"2021","E00063042","E00063042",144
"2021","E00063044","E00063044",177
"2021","E00063045","E00063045",124
"2021","E00063021","E00063021",192
"2021","E00063022","E00063022",153
"2021","E00063033","E00063033",115
"2021","E00063035","E00063035",184
"2021","E00063024","E00063024",116
"2021","E00063025","E00063025",113
"2021","E00063029","E00063029",122
"2021","E00063031","E00063031",119
"2021","E00063047","E00063047",111
"2021","E00063027","E00063027",135
"2021","E00063038","E00063038",114
"2021","E00063041","E00063041",128
"2021","E00063043","E00063043",138
"2021","E00063036","E00063036",150
"2021","E00063039","E00063039",122
"2021","E00063046","E00063046",127
"2021","E00063048","E00063048",124
"2021","E00063050","E00063050",134
"2021","E00063020","E00063020",138
"2021","E00063037","E00063037",134
"2021","E00063049","E00063049",127
"2021","E00172886","E00172886",123
"2021","E00172898","E00172898",167
"2021","E00173178","E00173178",47
"2021","E00063023","E00063023",121
"2021","E00063026","E00063026",121
"2021","E00063030","E00063030",121
"2021","E00063032","E00063032",119
"2021","E00063034","E00063034",111
"2021","E00062949","E00062949",121
"2021","E00062950","E00062950",143
"2021","E00062951","E00062951",107
"2021","E00062960","E00062960",170
"2021","E00062961","E00062961",132
"2021","E00062962","E00062962",132
"2021","E00062963","E00062963",161
"2021","E00062964","E00062964",128
"2021","E00062965","E00062965",135
"2021","E00173147","E00173147",140
"2021","E00173157","E00173157",119
"2021","E00173160","E00173160",136
"2021","E00188847","E00188847",130
"2021","E00188940","E00188940",134
"2021","E00063087","E00063087",140
"2021","E00063092","E00063092",155
"2021","E00063093","E00063093",134
"2021","E00063099","E00063099",157
"2021","E00063100","E00063100",125
"2021","E00188808","E00188808",126
"2021","E00188810","E00188810",126
"2021","E00188824","E00188824",125
"2021","E00063088","E00063088",139
"2021","E00063089","E00063089",127
"2021","E00063095","E00063095",130
"2021","E00063096","E00063096",131
"2021","E00063097","E00063097",130
